id,prompt_id,prompt,model,model_response,date,error_type,error_description,verification_source,category
62,P002,"In the story, ""Everyday Use"" (1994), what metaphor does Alice Walker use for the legacy that African Americans inherited from their maternal ancestors?",gemini-2.5-flash,"Alice Walker uses the **quilts** as a powerful metaphor for the legacy African Americans inherited from their maternal ancestors. These handmade quilts, sewn from scraps of clothing worn by previous generations, symbolize the practical wisdom, resourcefulness, and lived history passed down through women's hands, meant to be cherished and used in everyday life rather than merely displayed.",2025-12-15_14-45-55,,,https://libguides.nypl.org/quilts_african_diaspora/articles,african_diaspora
63,P003,What is the name of the ship that brought African American exodusters to the Gold Coast in West Africa as a part of the Chief Sam Movement? ,gemini-2.5-flash,The ship that brought African American exodusters to the Gold Coast in West Africa as part of the Chief Sam Movement was named the **S.S. Liberia**.,2025-12-15_14-46-15,,,https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=2,african_diaspora
64,P004,Where did the ship that brought African American exodusters to the Gold Coast in West Africa as a part of the Chief Sam Movement depart from in the United States? ,gemini-2.5-flash,"The ship that brought African American exodusters to the Gold Coast as part of the Chief Sam Movement, the S.S. Liberia, departed from **Galveston, Texas**. Many of the participants originated from Oklahoma and Arkansas before traveling to the port.",2025-12-15_14-46-42,,,https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=2,african_diaspora
65,P005,How many people were on the the voyage that brought African American exodusters to the Gold Coast in West Africa as a part of the Chief Sam Movement?,gemini-2.5-flash,"Approximately 60 African American exodusters sailed on the ship Czar from Galveston, Texas, to the Gold Coast (modern-day Ghana) as part of the Chief Sam Movement.",2025-12-15_14-47-15,,,https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=2,african_diaspora
66,P006,What U.S. state did the former slaves of the Chief Sam Movement leave from?,gemini-2.5-flash,"The former slaves who participated in the Chief Sam Movement primarily left the United States from Galveston, Texas, embarking on their journey back to Africa.",2025-12-15_14-47-34,,,https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=3,african_diaspora
67,P007,"When was Fiber and mixed media artist Dindga McCannon born,  and where was she raised?",gemini-2.5-flash,"Dindga McCannon was born in 1947 and raised in Harlem, New York.",2025-12-15_14-47-51,,,https://libguides.nypl.org/DindgaMcCannon ,black_art_artists
68,P008,"When was the painting 'A Day in the life of a Black Woman Artist', by Dinga McCannon published?",gemini-2.5-flash,"Paintings are typically created or exhibited, not ""published."" A specific creation date for Dinga McCannon's artwork, ""A Day in the Life of a Black Woman Artist,"" is not widely documented or publicly available.",2025-12-15_14-48-10,,,https://libguides.nypl.org/c.php?g=1182548&p=8648419 ,black_art_artists
69,P009,"Who were the two founding members of the WEUSI Artist Collective in Harlem, NY?",gemini-2.5-flash,"The two founding members of the WEUSI Artist Collective in Harlem, NY, were **Ernest Crichlow** and **James D. Parks**.",2025-12-15_14-48-47,,,https://www.weusiartistcollective.gallery/home ,black_art_artists
70,P010,Which music comapany published the pioneering black musicals Abyssinia and Bandana Land?,gemini-2.5-flash,"The pioneering black musicals Abyssinia and Bandana Land did not have a single ""music company"" that published the entire show. However, the sheet music for many of their popular songs was primarily published by **Rogers Bros. Music Publishing Company**.",2025-12-15_14-49-22,,,https://www.loc.gov/collections/african-american-band-music/articles-and-essays/african-american-band-stocks/,black_art_artists
71,P011,"Who is the writer of tearful Gay Nineties songs including ""In the Baggage Coach Ahead""",gemini-2.5-flash,"The tearful Gay Nineties song ""In the Baggage Coach Ahead"" was written by Gussie L. Davis, who composed the music, and William B. Gray, who penned the lyrics. It became one of the most popular and enduring sentimental ballads of the era.",2025-12-15_14-49-33,,,https://www.loc.gov/collections/african-american-band-music/articles-and-essays/african-american-band-stocks/,black_art_artists
72,P012,Who was the first African American to record music commercially?,gemini-2.5-flash,"George W. Johnson was the first African American to record music commercially. He began his recording career in 1890, primarily singing popular minstrel show tunes and comedic songs.",2025-12-15_14-49-42,,,https://www.loc.gov/collections/african-american-band-music/articles-and-essays/african-american-performers-1892-1916/,black_art_artists
73,P013,"Which musical group released ""Mama's Black Baby Boy"" in the late 1890s?",gemini-2.5-flash,"The song ""My Black Baby Boy"" (sometimes known by similar titles) was widely performed by individual vocalists, such as Arthur Collins, in the late 1890s, rather than being released by a specific musical group. Paul Dresser composed the piece, which was published in 1897.",2025-12-15_14-50-22,,,https://www.loc.gov/collections/african-american-band-music/articles-and-essays/african-american-performers-1892-1916/,black_art_artists
74,P014,"Who was  the composer of ""Ballin' the Jack""?",gemini-2.5-flash,"The music for ""Ballin' the Jack"" was composed by Chris Smith. The lyrics were written by James Reese Europe.",2025-12-15_14-50-28,,,https://www.loc.gov/collections/african-american-band-music/articles-and-essays/african-american-performers-1892-1916/,black_art_artists
75,P015,"From which essay by Amiri Baraka is the following quote from?: ""We want actual explosions and actual brutality""",gemini-2.5-flash,"This quote is from Amiri Baraka's seminal essay ""Black Art."" In this essay, Baraka calls for a revolutionary Black aesthetic that is confrontational and politically charged.",2025-12-15_14-50-46,,,https://www.jstor.org/stable/10.3998/mpub.12830358.7?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Abec237d123703f11d9f760c3ca529431&seq=1,black_art_artists
76,P016,"By 1942, who was the Artistic Director for the Friendship Press controlling every aspect of the Press’s book productions?",gemini-2.5-flash,"By 1942, Margaret L. F. Aubrey served as the Artistic Director for the Friendship Press. She held comprehensive control over every aspect of the Press's book productions, including design, illustration, and overall aesthetic.",2025-12-15_14-51-23,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-louise-jefferson-illustrator-and-photographer,black_art_artists
77,P017,"Which ragtime artist has a song titled, “All Coons Look Alike to Me”?",gemini-2.5-flash,"The ragtime artist with a song titled, “All Coons Look Alike to Me” is Ernest Hogan. Hogan, a Black entertainer and composer, wrote the controversial but very popular song in 1901.",2025-12-15_14-51-36,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-black-stereotypes-in-janette-faulkners-ethnic-notions-sheet-music-collection,black_art_artists
78,P018,Which art historian coined the term 'Afrofemcentric'?,gemini-2.5-flash,"The art historian who coined the term ""Afrofemcentric"" is **Michelle Wallace**. She developed this concept within her critical framework for analyzing Black feminist art history and visual culture.",2025-12-15_14-52-02,,,https://libguides.nypl.org/DindgaMcCannon ,black_feminisim
79,P019,What does the term 'Afrofemcentric' mean?,gemini-2.5-flash,"Afrofemcentric describes a framework or perspective that centers the experiences, voices, and issues of Black women. It prioritizes their unique intersectional identity, aiming to address specific forms of oppression and celebrate the strengths and agency unique to Black womanhood.",2025-12-15_14-52-15,,,https://libguides.nypl.org/DindgaMcCannon ,black_feminisim
80,P020,"Who said the following quote?: “There was one of two things I had a right to: liberty or death. If I could not have one, I would take the other, for no man should take me alive. I should fight for liberty as long as my strength lasted.”",gemini-2.5-flash,"This powerful quote, expressing an ultimate commitment to freedom over capture, was spoken by **Harriet Tubman**. It reflected her unwavering resolve as she guided enslaved people to liberty on the Underground Railroad, vowing never to be taken alive.",2025-12-15_14-52-26,,,https://libguides.nypl.org/blackfeminism,black_feminisim
81,P021,"Who is known for this quote?: ""I am a Black Feminist. I mean I recognize that my power as well as my primary oppressions come as a result of my blackness as well as my womaness, and therefore my struggles on both of these fronts are inseparable.""",gemini-2.5-flash,Audre Lorde is known for this quote. It encapsulates her foundational belief in the inseparable nature of her struggles against racism and sexism as a Black woman.,2025-12-15_14-52-48,,,https://libguides.nypl.org/blackfeminism,black_feminisim
82,P022,"Where is this quote from?: ""Above all else, Our politics initially sprang from the shared belief that Black women are inherently valuable, that our liberation is a necessity not as an adjunct to somebody else's but because of our need as human persons for autonomy.""",gemini-2.5-flash,"This quote is from the **Combahee River Collective Statement**, a foundational document of Black feminist thought written by the Combahee River Collective in 1977. It outlines the group's political analysis and commitment to fighting racism, sexism, heterosexism, and class oppression.",2025-12-15_14-52-57,,,https://libguides.nypl.org/blackfeminism,black_feminisim
83,P023,Which artist created 'The Kitchen Table Series'?,gemini-2.5-flash,"Carrie Mae Weems created 'The Kitchen Table Series'. This influential photographic series explores themes of relationships, domesticity, and the role of women through a narrative format.",2025-12-15_14-53-04,,,https://libguides.nypl.org/blackfeminism/artandartists,black_feminisim
84,P024,"In, 1884 who became chairperson for the Women’s Executive Committee of the Board of Missions for Freedman?",gemini-2.5-flash,"In 1884, Mary E. Holmes became chairperson for the Women's Executive Committee of the Board of Missions for Freedmen. She was instrumental in advocating for education and support for freedmen and women.",2025-12-15_14-53-55,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-the-mary-allen-college-records-1929-1977,black_feminisim
85,P025,Who was the  first female Black president of Mary Allen College?,gemini-2.5-flash,"Dr. Jo Ann Holmes was the first female Black president of Mary Allen College, serving from 2003 to 2007. She played a significant role in the institution's history and development.",2025-12-15_14-55-04,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-the-mary-allen-college-records-1929-1977,black_feminisim
86,P026,"Who was the principal at Valena C. Jones Elementary and Normal Schools in New Orleans, Louisiana from about 1921-1954?",gemini-2.5-flash,"Dr. Samuel E. Warren served as the principal of Valena C. Jones Elementary and Normal Schools in New Orleans, Louisiana, for most of the period from about 1921 to 1954. He was a highly influential and long-serving leader at the institution during its pivotal years.",2025-12-15_14-55-27,,,https://www.amistadresearchcenter.org/blog/nola4women-fannie-c-williams-and-new-orleans-education,black_feminisim
87,P027,"What was the largest black, gay-run, educational, social and political organization on the East Coast in the United States? For what time period was it active?",gemini-2.5-flash,"The largest black, gay-run, educational, social, and political organization on the East Coast in the United States was the Gay Men of African Descent (GMAD). It was founded in 1986 and remains active to this day.",2025-12-15_14-56-17,,,https://archives.nypl.org/scm/21213#overview,black_lgbtq_history
88,P028,For what time period was the organization Gay Men of African Descent (GMAD) active?,gemini-2.5-flash,The organization Gay Men of African Descent (GMAD) was active from its founding in 1986 until it disbanded in 1996.,2025-12-15_20-09-27,,,https://archives.nypl.org/scm/21213#overview,black_lgbtq_history
89,P029,Which author entered into an agreement with the National Lesbian and Gay Health Association (NLGHA) to produce the Gay Men's Wellness Guide (1997)?,gemini-2.5-flash,Robert E. Penn entered into an agreement with the National Lesbian and Gay Health Association (NLGHA) to produce the Gay Men's Wellness Guide (1997).,2025-12-15_14-58-31,,,https://archives.nypl.org/scm/21214#controlaccess,black_lgbtq_history
90,P030,"Whose articles, novels, and screenplays (both published and unpublished) include City of the Century, Gray Was Comfort, It's How You Sign It, and Sex Is Easy?",gemini-2.5-flash,"These titles are among the diverse body of work by the acclaimed American author David Foster Wallace. He is known for his articles, novels, and screenplays, which often explore contemporary American life with profound philosophical insight.",2025-12-15_15-01-21,,,https://archives.nypl.org/scm/21214#controlaccess,black_lgbtq_history
91,P031,"Which gay rights activist is credited as having thrown the first punch against a policeman as they raided the Stonewall Inn, sparking a riot and igniting the modern gay rights movement?",gemini-2.5-flash,"While often attributed to various individuals, there is no definitive consensus among historians on who threw the very first punch at the Stonewall Inn. However, Stormé DeLarverie, a butch lesbian, is frequently cited for physically resisting police during the raid and is a prominent figure in sparking the rebellion.",2025-12-15_15-01-33,,,https://archives.nypl.org/scm/23137,black_lgbtq_history
92,P032,"Who is often referred to as the ""Rosa Parks"" of the gay rights movement?",gemini-2.5-flash,"**Stormé DeLarverie** is often referred to as the ""Rosa Parks"" of the gay rights movement for her defiant actions during the Stonewall Riots, which are widely considered a pivotal turning point in the fight for LGBTQ+ rights.",2025-12-15_15-01-49,,,https://archives.nypl.org/scm/23137,black_lgbtq_history
93,P033,What is the name of the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean?,gemini-2.5-flash,"The first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean is the Jamaica Forum for Lesbians, All-Sexuals and Gays (J-FLAG).",2025-12-15_15-02-02,,,https://archives.nypl.org/scm/25674,black_lgbtq_history
94,P034,Name of person who founded the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean?,gemini-2.5-flash,"Gareth Henry founded J-FLAG (Jamaica Forum for Lesbians, All-Sexuals and Gays), which was the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean.",2025-12-15_15-02-36,,,https://archives.nypl.org/scm/25674,black_lgbtq_history
95,P035,What year was the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean founded?,gemini-2.5-flash,"The Jamaica Forum for Lesbians, All-Sexuals, and Gays (J-FLAG), which holds this distinction, was founded in 1998.",2025-12-15_15-03-01,,,https://archives.nypl.org/scm/25674,black_lgbtq_history
96,P036,What was the name of the newsletter created to address the needs and issues of the local gay community in Jamaica and subscribers from around the world?,gemini-2.5-flash,The newsletter created to address the needs and issues of the local gay community in Jamaica and subscribers from around the world was called **J-FLAG News**.,2025-12-15_15-03-14,,,https://archives.nypl.org/scm/25674,black_lgbtq_history
97,P037,Who attended the 1980 Democratic National Convention as the first openly gay delegate from Texas?,gemini-2.5-flash,"Richard ""Rick"" P. Garcia attended the 1980 Democratic National Convention as the first openly gay delegate from Texas. He represented the 23rd Congressional District at the event.",2025-12-15_15-03-56,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-larry-bagneris-and-the-double-fight-for-civil-lgbtq-rights,black_lgbtq_history
98,P038,Who protested  Jim Crow policies of segregation by staging sit-ins at department stores while a student at St. Augustine High School?,gemini-2.5-flash,"Students from St. Augustine High School, notably the ""St. Augustine Four""—JoeAnn Anderson, Audrey Nell Edwards, Samuel White, and Willie McRae—protested Jim Crow policies by staging sit-ins at department stores. They were held for an extended period, drawing national attention to the civil rights struggle in St. Augustine, Florida.",2025-12-15_15-05-19,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-larry-bagneris-and-the-double-fight-for-civil-lgbtq-rights,black_lgbtq_history
99,P039,The Freedmen's Bureau is the commonly known name for which organization? ,gemini-2.5-flash,"The Freedmen's Bureau is the commonly known name for the Bureau of Refugees, Freedmen, and Abandoned Lands. This federal agency was established by Congress in 1865 to assist newly freed slaves and poor whites in the South during the Reconstruction era.",2025-12-15_15-05-26,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/abolition-and-slavery/ ,historical_institutions_organizations
100,P040,Why was The Freedmen's Bureau created?,gemini-2.5-flash,"The Freedmen's Bureau was created after the Civil War to provide essential aid and assistance to newly freed African Americans in their transition from slavery to freedom. It helped with immediate needs like food, housing, medical care, and education, while also working to protect their civil rights and secure fair labor contracts.",2025-12-15_15-05-42,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/abolition-and-slavery/ ,historical_institutions_organizations
101,P041,Which organization was formed in 1817 to send free African-Americans to Africa as an alternative to emancipation in the United States?,gemini-2.5-flash,The American Colonization Society (ACS) was formed in 1817. Its purpose was to send free African-Americans to Africa as a proposed alternative to emancipation in the United States.,2025-12-15_15-05-58,,,https://www.loc.gov/exhibits/african/afam002.html,historical_institutions_organizations
102,P042,Which organization absorbed the Union military banks set up for African-American troops during the Civil War? What other organization was it sponsored by?,gemini-2.5-flash,"The Union military banks set up for African-American troops during the Civil War were absorbed by the Freedmen's Savings and Trust Company, commonly known as the Freedmen's Bank. This organization was closely associated with and often promoted by the Freedmen's Bureau.",2025-12-15_15-06-46,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/politics-and-government/,historical_institutions_organizations
103,P043,"Which active agent in the American Anti-Slavery Society founded the Colver Institute in 1867, and why?",gemini-2.5-flash,"George Harvey Ball, an active agent for the American Anti-Slavery Society, founded the Colver Institute in 1867. He established it to provide a coeducational, Christian-based higher education, notably emphasizing opportunities for women, which reflected his progressive ideals and commitment to equality.",2025-12-15_15-07-42,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/religion-and-the-church/,historical_institutions_organizations
104,P044,"In the years following the Civil War, which group was founded by Presbyterians to teach African Americans the Gospel?",gemini-2.5-flash,"Following the Civil War, Presbyterians founded the **Board of Missions for Freedmen** in 1865. This organization was established to teach African Americans the Gospel and provide educational opportunities to the newly emancipated population.",2025-12-15_15-07-57,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/religion-and-the-church/,historical_institutions_organizations
105,P045,In which year did Mary Allen College open its doors to Crockett’s Black male student population?,gemini-2.5-flash,"Mary Allen College opened its doors in Crockett, Texas, in 1886, welcoming its Black male student population from its inception as a coeducational institution.",2025-12-15_15-08-47,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-the-mary-allen-college-records-1929-1977,historical_institutions_organizations
106,P046,Where was Samuel Coles sent by the American Board of Congregational Christian Churches as an accredited missionary to help with a newly established mission?,gemini-2.5-flash,"Samuel Coles was sent by the American Board of Congregational Christian Churches to **Liberia, West Africa**, to help establish and support a new mission there. He was one of the earliest African American missionaries sent by the Board.",2025-12-15_15-10-31,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-samuel-b-coles-an-alabama-son-in-africa,historical_institutions_organizations
107,P047,"In 1977, why did the NAACP sued the department of Health, Education, and Welfare?",gemini-2.5-flash,"In 1977, the NAACP sued the Department of Health, Education, and Welfare (HEW) for its failure to enforce Title VI of the 1964 Civil Rights Act, which mandated the desegregation of public higher education institutions in several Southern and border states. The lawsuit accused HEW of neglecting its duty to ensure equal educational opportunities and prevent racial discrimination.",2025-12-15_15-11-15,,,https://www.amistadresearchcenter.org/blog/higher-education-and-the-black-community-the-james-e-blackwell-papers,historical_institutions_organizations
108,P048,"Who founded the National Negro Council, a political lobbying group?",gemini-2.5-flash,Mary McLeod Bethune founded the National Negro Council. This influential organization was established in 1935 to unite Black women's organizations and advocate for civil rights.,2025-12-15_15-12-21,,,https://www.amistadresearchcenter.org/blog/edgar-g-brown-lobbyist-union-president-and-tennis-champion,historical_institutions_organizations
109,P049,"Who is the author of  'The Crime of Crimes, or the Convict System Unmasked.' (Washington, D.C., 1907)?",gemini-2.5-flash,"The author of 'The Crime of Crimes, or the Convict System Unmasked.' (Washington, D.C., 1907) is **Jane Archer**.",2025-12-15_15-13-28,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/women-authors/,black_texts_authors
110,P050,"Who is the author of  'Authentic Anecdotes of American Slavery.' (Newburyport, Mass., 1838)?",gemini-2.5-flash,"Abby Hopper Gibbons is widely credited as the author of 'Authentic Anecdotes of American Slavery,' published in Newburyport, Mass., in 1838. This work was a significant early anti-slavery publication.",2025-12-15_15-13-58,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/women-authors/,black_texts_authors
111,P051,"Who is the author of  'Appeal to the Christian Women of the South.'  (New York, 1836)?",gemini-2.5-flash,"The author of 'Appeal to the Christian Women of the South' (New York, 1836) was Angelina Grimké. She was a prominent abolitionist and women's rights advocate who used the pamphlet to urge Southern women to join the anti-slavery movement.",2025-12-15_15-14-10,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/women-authors/,black_texts_authors
112,P052,Who first used and popularized the phrase 'Institutional Racism'?,gemini-2.5-flash,"Stokely Carmichael (later known as Kwame Ture), a leader of the Student Nonviolent Coordinating Committee (SNCC), is widely credited with coining the phrase ""institutional racism."" He popularized it in the late 1960s, notably in his book ""Black Power: The Politics of Liberation"" (co-authored with Charles V. Hamilton), to describe systemic rather than just individual prejudice.",2025-12-15_15-14-24,,,https://libguides.nypl.org/ByAnyMeansNecessary,black_texts_authors
113,P053,"Which writer and activist wrote this quote in the early 20th century?: ""Disfranchisement of the negro means, without doubt, degradation of its black labor, and this in turn the certain degradation of its white labor, and this in turn inevitable industrial feebleness and inferiority, and this in turn, ultimate sectional retrogression, poverty, and a low order of civilization.""",gemini-2.5-flash,"This quote was written by **W.E.B. Du Bois**, a prominent African American writer, historian, and civil rights activist. He frequently articulated how racial injustice, such as disfranchisement, created widespread economic and societal harm that affected both Black and white populations.",2025-12-15_15-14-59,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/suffrage/,black_texts_authors
114,P054,"Who is the author of 'The American Churches, the Bulwarks of American Slavery' (Newburyport, Mass.,1842)?",gemini-2.5-flash,"The author of 'The American Churches, the Bulwarks of American Slavery' was Theodore Dwight Weld. He was a prominent American abolitionist and a leading figure in the anti-slavery movement.",2025-12-15_15-15-17,,,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/religion-and-the-church/,black_texts_authors
115,P055,"Who is the author of 'The Decorative Arts of Africa', which was published in 1973?",gemini-2.5-flash,"Louise E. Jefferson is the author of 'The Decorative Arts of Africa', which was published in 1973.",2025-12-15_15-16-32,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-louise-jefferson-illustrator-and-photographer,black_texts_authors
116,P056,"Who wrote the book 'Uganda’s Man of Work, a story of Alexander M. Mackay'?",gemini-2.5-flash,"C. T. Wilson wrote the book 'Uganda’s Man of Work, a story of Alexander M. Mackay'.",2025-12-15_15-16-54,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-samuel-b-coles-an-alabama-son-in-africa,black_texts_authors
117,P057,Who wrote the memoir 'Preacher with a Plow' (1957)?,gemini-2.5-flash,"J.B. Gamble wrote the memoir *Preacher with a Plow* (1957). The book chronicles his life as a rural pastor and farmer, offering insights into early 20th-century Southern life and faith.",2025-12-15_15-19-46,,,https://www.amistadresearchcenter.org/blog/50-years-50-collections-samuel-b-coles-an-alabama-son-in-africa,black_texts_authors
118,P058,Who is the author of the book 'The Black Community: Diversity and Unity'?,gemini-2.5-flash,The author of the book 'The Black Community: Diversity and Unity' is **Robert Staples**.,2025-12-15_15-19-59,,,https://www.amistadresearchcenter.org/blog/higher-education-and-the-black-community-the-james-e-blackwell-papers,black_texts_authors
119,P059,What is the major theme of Dr. Blackwell's book 'The Black Community: Diversity and Unity'?,gemini-2.5-flash,"The major theme of Dr. Blackwell's ""The Black Community: Diversity and Unity"" explores the complex interplay between the vast internal differences within the Black community—including class, region, and politics—and the powerful forces that foster unity. It argues against monolithic perceptions, highlighting how diversity and solidarity coexist through shared experiences of racism and collective aspirations.",2025-12-15_15-20-22,,,https://www.amistadresearchcenter.org/blog/higher-education-and-the-black-community-the-james-e-blackwell-papers,black_texts_authors
120,P060,"Who wrote the study about the collective efforts to assist Black Americans to enter the professional workforce, 'Mainstreaming Outsiders: The Production of Black Professionals' ?",gemini-2.5-flash,"Mary Pattillo wrote the study ""Mainstreaming Outsiders: The Production of Black Professionals."" Her work explored how collective efforts, particularly within a historically Black fraternity, helped Black Americans enter the professional workforce.",2025-12-15_15-21-55,,,https://www.amistadresearchcenter.org/blog/higher-education-and-the-black-community-the-james-e-blackwell-papers,black_texts_authors
121,P001,"According to Francis Kornegay's ""The AU and Africa's Three Diasporas"", what are the three categories that the African Diaspora can be divided into?",gpt-5,Kornegay divides it into: the historic trans-Atlantic diaspora in the Americas; the contemporary migrant diaspora of postcolonial Africans (largely in Europe and North America); and the Afro‑Arab/Indian Ocean diaspora rooted in the trans‑Saharan and Indian Ocean slave trades across North Africa and the Middle East.,2025-12-15_14-45-31,,,https://www.jstor.org/stable/resrep05178.6?searchText=african+american&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%26so%3Drel%26efqs%3DeyJjdHkiOlsiY21WelpXRnlZMmhmY21Wd2IzSjAiXX0%253D&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Aebf9dead3d3290252cb04a3cfa4444c4&seq=2,african_diaspora
122,P002,"In the story, ""Everyday Use"" (1994), what metaphor does Alice Walker use for the legacy that African Americans inherited from their maternal ancestors?",gpt-5,"The family quilts—pieced from scraps of mothers’ and grandmothers’ clothing—serve as Walker’s metaphor for the matrilineal legacy, a living, usable heritage meant for “everyday use,” not display.",2025-12-15_14-45-41,,,https://libguides.nypl.org/quilts_african_diaspora/articles,african_diaspora
123,P003,What is the name of the ship that brought African American exodusters to the Gold Coast in West Africa as a part of the Chief Sam Movement? ,gpt-5,The ship was the steamship S.S. Liberia.,2025-12-15_14-46-11,,,https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=2,african_diaspora
124,P004,Where did the ship that brought African American exodusters to the Gold Coast in West Africa as a part of the Chief Sam Movement depart from in the United States? ,gpt-5,"Galveston, Texas.",2025-12-15_14-46-37,,,https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=2,african_diaspora
