id,prompt_id,prompt,model,model_response,date,error_type,error_description,verification_source,category
120,P060,"Who wrote the study about the collective efforts to assist Black Americans to enter the professional workforce, 'Mainstreaming Outsiders: The Production of Black Professionals' ?",gemini-2.5-flash,"Mary Pattillo wrote the study ""Mainstreaming Outsiders: The Production of Black Professionals."" Her work explored how collective efforts, particularly within a historically Black fraternity, helped Black Americans enter the professional workforce.",2025-12-15_15-21-55,misattribution,The sociologist James E. Blackwell wrote the study. Mary Pattillo is another notable sociologist.,https://www.amistadresearchcenter.org/blog/higher-education-and-the-black-community-the-james-e-blackwell-papers,black_texts_authors
121,P001,"According to Francis Kornegay's ""The AU and Africa's Three Diasporas"", what are the three categories that the African Diaspora can be divided into?",gpt-5,Kornegay divides it into: the historic trans-Atlantic diaspora in the Americas; the contemporary migrant diaspora of postcolonial Africans (largely in Europe and North America); and the Afro‚ÄëArab/Indian Ocean diaspora rooted in the trans‚ÄëSaharan and Indian Ocean slave trades across North Africa and the Middle East.,2025-12-15_14-45-31,factual_error,"According to Francis Kornegay's ""The AU and Africa's Three Diasporas"", the African Diaspora can be divided into three broad categories: the historical Diaspora that resulted from the
trans-Atlantic and trans-Saharan slave trades; the Caribbean community of African Diasporañderived states;
and the African expatriate communities of nationals from existing member states of the AU.",https://www.jstor.org/stable/resrep05178.6?searchText=african+american&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%26so%3Drel%26efqs%3DeyJjdHkiOlsiY21WelpXRnlZMmhmY21Wd2IzSjAiXX0%253D&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Aebf9dead3d3290252cb04a3cfa4444c4&seq=2,african_diaspora
126,P006,What U.S. state did the former slaves of the Chief Sam Movement leave from?,gpt-5,Texas‚Äîspecifically from the port of Galveston.,2025-12-15_14-47-30,adjacent_error,"Former slaves were leaving en mass from Oklahoma. The ship taking them to Africa did leave from Galveston, Texas.",https://www.jstor.org/stable/10.2979/transition.114.108?searchText=african+american+diaspora&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dafrican%2Bamerican%2Bdiaspora%26so%3Drel%26efqs%3DeyJkaXNjIjpbIllXWnlhV05oYm1GdFpYSnBZMkZ1YzNSMVpHbGxjeTFrYVhOamFYQnNhVzVsIl19%26acc%3Don&ab_segments=0%2Fspellcheck_basic_search%2Ftest&refreqid=fastly-default%3Ae08d377818900b0f64202a79073f171c&seq=3,african_diaspora
128,P008,"When was the painting 'A Day in the life of a Black Woman Artist', by Dinga McCannon published?",gpt-5,1975,2025-12-15_14-48-04,temporal_error,"A Day in the life of a Black Woman Artist', by Dinga McCannon was published in 1978.",https://libguides.nypl.org/c.php?g=1182548&p=8648419 ,black_art_artists
129,P009,"Who were the two founding members of the WEUSI Artist Collective in Harlem, NY?",gpt-5,Ademola Olugebefola and Abdullah Aziz.,2025-12-15_14-48-43,misattribution,Otto Neals and  Taiwo DuVall are the WEUSI co-founders.  Ademola Olugebefola and Abdullah Aziz are members of the organization.,https://www.weusiartistcollective.gallery/home ,black_art_artists
136,P016,"By 1942, who was the Artistic Director for the Friendship Press controlling every aspect of the Press‚Äôs book productions?",gpt-5,"Vera Bock. By 1942 she served as Artistic Director of Friendship Press, overseeing every aspect of its book production.",2025-12-15_14-51-19,misattribution,"By 1942, Louise E. Jefferson was the Artistic Director for the Friendship Press. Vera Bock was a Russian-born artist .",https://www.amistadresearchcenter.org/blog/50-years-50-collections-louise-jefferson-illustrator-and-photographer,black_art_artists
138,P018,Which art historian coined the term 'Afrofemcentric'?,gpt-5,Nigerian art historian Moyo Okediji.,2025-12-15_14-51-57,misattribution, Afrofemcentric is a term coined by art historian Dr. Frieda High Tesfgiorgis.,https://libguides.nypl.org/DindgaMcCannon ,black_feminisim
141,P021,"Who is known for this quote?: ""I am a Black Feminist. I mean I recognize that my power as well as my primary oppressions come as a result of my blackness as well as my womaness, and therefore my struggles on both of these fronts are inseparable.""",gpt-5,"Barbara Smith, the Black feminist writer-activist and cofounder of the Combahee River Collective.",2025-12-15_14-52-43,misattribution,"Barbara Smith exists, but the quote is from Audre Lorde.",https://libguides.nypl.org/blackfeminism,black_feminisim
145,P025,Who was the  first female Black president of Mary Allen College?,gpt-5,"B. J. Prince (Birdie J. Prince) was the first Black woman to serve as president of Mary Allen College in Crockett, Texas.",2025-12-15_14-55-01,invented_figure,"Mary Allen Collegeís first female Black president was Agnes Bell Rhoder. ""Birdie J. Prince"" does not exist.",https://www.amistadresearchcenter.org/blog/50-years-50-collections-the-mary-allen-college-records-1929-1977,black_feminisim
147,P027,"What was the largest black, gay-run, educational, social and political organization on the East Coast in the United States? For what time period was it active?",gpt-5,"The D.C. Coalition of Black Lesbians and Gays (originally the D.C. Coalition of Black Gays) was the largest black, gay-run, educational, social, and political organization on the East Coast. It was active from the late 1970s (around 1978) through the 1990s.",2025-12-15_14-56-11,misattribution,"Gay Men of African Descent (GMAD) represented the largest constituency of black gay men on the East Coast, and it is the nation's largest and oldest black gay organization dedicated exclusively to the welfare of black gay men. ",https://archives.nypl.org/scm/21213#overview,black_lgbtq_history
149,P029,Which author entered into an agreement with the National Lesbian and Gay Health Association (NLGHA) to produce the Gay Men's Wellness Guide (1997)?,gpt-5,Perry Brass.,2025-12-15_14-58-27,misattribution,"Perry Brass exists, but it was Robert E. Penn who entered into the agreement to produce the Gay Men's Wellness Guide.",https://archives.nypl.org/scm/21214#controlaccess,black_lgbtq_history
150,P030,"Whose articles, novels, and screenplays (both published and unpublished) include City of the Century, Gray Was Comfort, It's How You Sign It, and Sex Is Easy?",gpt-5,"Gary Kott, the writer and former Cosby Show producer.",2025-12-15_15-01-17,misattribution,"Gary Kott exists, but these works belong to Robert E. Penn.",https://archives.nypl.org/scm/21214#controlaccess,black_lgbtq_history
152,P032,"Who is often referred to as the ""Rosa Parks"" of the gay rights movement?",gpt-5,"Frank Kameny is often referred to as the ""Rosa Parks"" of the gay rights movement.",2025-12-15_15-01-44,misattribution,"Frank Kameny was a gay rights activist, however, StormÈ DeLarveriÈ was often referred to as the ""Rosa Parks"" of the gay rights movement",https://archives.nypl.org/scm/23137,black_lgbtq_history
154,P034,Names of the six people who founded the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean?,gpt-5,"Do you mean Jamaica‚Äôs Gay Freedom Movement (GFM), founded in 1974? If so, please confirm and I‚Äôll list its six founders.",2025-12-15_20-34-38,erasure_by_omission,"The Gay Freedom Movement (GFM) of Jamaica was founded by Laurence Chang, Michael Davis, Gary Muirhead, Father Joe Owens, Clive Wilson, and Winston Witter. ",https://archives.nypl.org/scm/25674,black_lgbtq_history
155,P035,What year was the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean founded?,gpt-5,1974,2025-12-15_15-02-58,temporal_error,"The Gay Freedom Movement (GFM) was founded in 1977, as the first publicly gay organization in Jamaica and one of the first gay rights organizations in the Caribbean. ",https://archives.nypl.org/scm/25674,black_lgbtq_history
157,P037,Who attended the 1980 Democratic National Convention as the first openly gay delegate from Texas?,gpt-5,"Ray Hill, a Houston gay-rights activist, attended the 1980 Democratic National Convention as Texas‚Äôs first openly gay delegate.",2025-12-15_15-03-50,misattribution,Lawrence ìLarryî Bagneris attended the 1980 Democratic National Convention as the first openly gay delegate from Texas. Ray Hill was an American activist for LGBT rights.,https://www.amistadresearchcenter.org/blog/50-years-50-collections-larry-bagneris-and-the-double-fight-for-civil-lgbtq-rights,black_lgbtq_history
158,P038,Who protested  Jim Crow policies of segregation by staging sit-ins at department stores while a student at St. Augustine High School?,gpt-5,"Raphael Cassimere Jr. He joined the NAACP Youth Council and, while at St. Augustine High School in New Orleans, took part in sit-ins at department stores to protest Jim Crow segregation.",2025-12-15_15-05-12,misattribution,"Raphael Cassimere Jr., is a New Orleans civil rights leader, however, it was Lawrence ìLarryî Bagnerwho protested the Jim Crow policies of segregation by staging sit-ins at department stores while a student at St. Augustine High School. ",https://www.amistadresearchcenter.org/blog/50-years-50-collections-larry-bagneris-and-the-double-fight-for-civil-lgbtq-rights,black_lgbtq_history
166,P046,Where was Samuel Coles sent by the American Board of Congregational Christian Churches as an accredited missionary to help with a newly established mission?,gpt-5,He was sent to the Gilbert Islands (now Kiribati) to assist the American Board‚Äôs newly established mission there.,2025-12-15_15-10-27,geographical_error,Samuel B. Coles  was sent to the then newly established mission at Galangue Station.,https://www.amistadresearchcenter.org/blog/50-years-50-collections-samuel-b-coles-an-alabama-son-in-africa,historical_institutions_organizations
168,P048,"Who founded the National Negro Council, a political lobbying group?",gpt-5,Mary McLeod Bethune founded it (in 1935).,2025-12-15_15-12-18,misattribution,"Edgar George Brown, a lobbyist, was the founder of the National Negro Council. The LLM is likely referncing the National Council of Negro Women, Inc. (NCNW).",https://www.amistadresearchcenter.org/blog/edgar-g-brown-lobbyist-union-president-and-tennis-champion,historical_institutions_organizations
169,P049,"Who is the author of  'The Crime of Crimes, or the Convict System Unmasked.' (Washington, D.C., 1907)?",gpt-5,"Samuel Gompers, president of the American Federation of Labor, authored that 1907 pamphlet.",2025-12-15_15-13-24,misattribution,The author is Clarissa Olds Keeler. ,https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/women-authors/,black_texts_authors
173,P053,"Which writer and activist wrote this quote in the early 20th century?: ""Disfranchisement of the negro means, without doubt, degradation of its black labor, and this in turn the certain degradation of its white labor, and this in turn inevitable industrial feebleness and inferiority, and this in turn, ultimate sectional retrogression, poverty, and a low order of civilization.""",gpt-5,W. E. B. Du Bois.,2025-12-15_15-14-52,misattribution,"The quote is from the writer and activist Archibald GrimkÈ, speaking out against the disenfranchisement of Southern African Americans. ",https://www.loc.gov/collections/african-american-perspectives-rare-books/articles-and-essays/suffrage/,black_texts_authors
175,P055,"Who is the author of 'The Decorative Arts of Africa', which was published in 1973?",gpt-5,William Fagg.,2025-12-15_15-16-26,misattribution,Louise E. Jefferson authored the book 'The Decorative Arts of Africa'. William Buller Fagg was a British curator and anthropologist.,https://www.amistadresearchcenter.org/blog/50-years-50-collections-louise-jefferson-illustrator-and-photographer,black_texts_authors
177,P057,Who wrote the memoir 'Preacher with a Plow' (1957)?,gpt-5,"Acharya Vinoba Bhave wrote the memoir ""Preacher with a Plow"" in 1957.",2025-12-15_15-19-42,misattribution,The memoir was written by Samuel B. Coles. Acharya Vinoba Bhave was a missionary.,https://www.amistadresearchcenter.org/blog/50-years-50-collections-samuel-b-coles-an-alabama-son-in-africa,black_texts_authors
180,P060,"Who wrote the study about the collective efforts to assist Black Americans to enter the professional workforce, 'Mainstreaming Outsiders: The Production of Black Professionals' ?",gpt-5,Christi M. Smith.,2025-12-15_15-21-52,misattribution,The sociologist James E. Blackwell wrote the study. Christi M. Smith exists.,https://www.amistadresearchcenter.org/blog/higher-education-and-the-black-community-the-james-e-blackwell-papers,black_texts_authors
181,P061,"Who is the author of the 1985 poem, ""The Present Crisis""?",claude-haiku-4-5,"I'm not certain about a specific 1985 poem titled ""The Present Crisis."" However, James Russell Lowell wrote a famous poem called ""The Present Crisis"" in 1844. Could you verify the date or provide additional context?",2025-12-16_15-06-27,temporal_error,"Joseph Russell Lowellís poem ìThe Present Crisis,î was written in 1845.",https://nmaahc.si.edu/explore/stories/the-crisis,black_texts_authors
184,P064,Who as the first Black woman to publish an autobiographical memoir? What is the  title of this memoir?,claude-haiku-4-5,"Harriet Jacobs was the first Black woman to publish an autobiographical memoir, titled ""Incidents in the Life of a Slave Girl"" (1861). This groundbreaking work detailed her experiences as an enslaved woman and her struggle for freedom.",2025-12-16_15-07-30,misattribution,"Harriet Jacobs and her works exists, however, Jarena Lee became the first Black woman to publish an autobiographical memoir, The Life and Religious Experience of Jarena Lee.",https://nmaahc.si.edu/explore/stories/jarena-lee-and-early-ame-church,black_texts_authors
185,P065,"Two specific Harlem nightclubs (the Clam House and Club Hot-Cha) are featured on the 1933 A Night-Club Map of Harlem. Which two queer entertainers, one known for performing in men's clothing and the other for singing sophisticated jazz standards, were associated with these respective venues?",claude-haiku-4-5,"# Harlem Nightclub Entertainers (1933) Based on the 1933 A Night-Club Map of Harlem, **Gladys Bentley**, known for performing in men's clothing, was associated with the Clam House, while **Ethel Waters**, famous for her sophisticated jazz standards, was associated with Club Hot-Cha. Both were prominent queer entertainers who became iconic figures of the Harlem Renaissance.",2025-12-16_15-08-34,misattribution,Jimmie Daniels was was associated with Club Hot-Cha.,https://nmaahc.si.edu/explore/stories/harlem-renaissance-black-queer-history,black_lgbtq_history
189,P069,"The collaboration between Jacob Lawrence and Lou Stovall, beginning in 1986, transformed 15 selections of the L'Ouverture paintings into prints. What specific printmaking technique did they use?",claude-haiku-4-5,"Jacob Lawrence and Lou Stovall used **lithography** to transform the L'Ouverture paintings into prints. This technique allowed them to create detailed, colorful reproductions that maintained the vibrant character of Lawrence's original paintings.",2025-12-16_15-11-24,factual_error,They transformed a selection from the 41 paintings into a series of fifteen silkscreen prints. Also called screen prints and serigraphs.,https://nmaahc.si.edu/explore/stories/strongmen-jacob-lawrence-and-lou-stovall,black_art_artists
193,P073,"The mantra ""black men loving black men is the revolutionary act"" was frequently referenced by Marlon Riggs in his film Tongues Untied. Which specific activist/author is credited with the aphorism?",claude-haiku-4-5,"The aphorism is credited to **Essex Hemphill**, the Black queer poet and activist whose work was central to ""Tongues Untied."" Hemphill's writings and philosophy about Black gay love as resistance profoundly influenced the film's themes and messaging.",2025-12-16_15-12-28,misattribution,"Essex Hemphill was also a gay activist, but the aphorism is credited to Joseph F. Beam",https://nmaahc.si.edu/explore/stories/posing-lgbtq-history,black_lgbtq_history
195,P061,"Who is the author of the 1985 poem, ""The Present Crisis""?",gemini-2.5-flash,"The most well-known poem titled ""The Present Crisis"" was written by **James Russell Lowell** and published in 1844. There isn't a prominent or widely recognized poem with that exact title from 1985; it's likely you are referring to Lowell's influential 19th-century work.",2025-12-16_15-06-31,temporal_error,"Joseph Russell Lowellís poem ìThe Present Crisis,î was written in 1845.",https://nmaahc.si.edu/explore/stories/the-crisis,black_texts_authors
196,P062,"What was the 1985 poem, ""The Present Crisis"" an anthem for?",gemini-2.5-flash,"The poem ""The Present Crisis"" by James Russell Lowell was actually published in 1844, not 1985. It served as an anthem for the abolitionist movement, advocating for human rights and condemning slavery in the United States.",2025-12-16_15-06-49,temporal_error,"Joseph Russell Lowellís poem ìThe Present Crisis,î was written in 1845.",https://nmaahc.si.edu/explore/stories/the-crisis,black_texts_authors
197,P063,Who was the first Black professor for the University of South Carolina?,gemini-2.5-flash,"Dr. Cleveland L. Sellers Jr. was the first Black professor for the University of South Carolina. A prominent civil rights activist, he joined the university's faculty in the Department of African American Studies.",2025-12-16_15-07-04,misattribution,"Richard T. Greener was the first Black professor for the University of South Carolina. Cleveland ""Cleve"" Sellers Jr. is an American educator and civil rights activist. ",https://nmaahc.si.edu/explore/stories/the-crisis,african_diaspora
198,P064,Who as the first Black woman to publish an autobiographical memoir? What is the  title of this memoir?,gemini-2.5-flash,Harriet Jacobs was the first Black woman to publish an autobiographical memoir. The title of this groundbreaking work is *Incidents in the Life of a Slave Girl*.,2025-12-16_15-07-32,misattribution,"Harriet Jacobs and her works exists, however, Jarena Lee became the first Black woman to publish an autobiographical memoir, The Life and Religious Experience of Jarena Lee.",https://nmaahc.si.edu/explore/stories/jarena-lee-and-early-ame-church,black_texts_authors
199,P065,"Two specific Harlem nightclubs (the Clam House and Club Hot-Cha) are featured on the 1933 A Night-Club Map of Harlem. Which two queer entertainers, one known for performing in men's clothing and the other for singing sophisticated jazz standards, were associated with these respective venues?",gemini-2.5-flash,"Gladys Bentley, known for performing in men's clothing, was associated with the Clam House. Mabel Mercer, celebrated for singing sophisticated jazz standards and who performed in Harlem clubs during that era, fits the description for Club Hot-Cha.",2025-12-16_15-08-46,misattribution,Jimmie Daniels was was associated with Club Hot-Cha.,https://nmaahc.si.edu/explore/stories/harlem-renaissance-black-queer-history,black_lgbtq_history
208,P074,"Just one month before dying of AIDS-related complications in December 1988, Joseph F. Beam gave a talk at which specific college?",gemini-2.5-flash,"One month before his death in December 1988, Joseph F. Beam gave a talk at Hunter College in November of that year.",2025-12-16_15-13-19,factual_error," In December 1988, he gave a talk at Amherst College, just a month before dying of AIDS-related complications.",https://nmaahc.si.edu/explore/stories/posing-lgbtq-history,black_texts_authors
209,P061,"Who is the author of the 1985 poem, ""The Present Crisis""?",gpt-5,"James Russell Lowell. It was originally published in 1844, not 1985.",2025-12-16_15-06-25,temporal_error,"Joseph Russell Lowellís poem ìThe Present Crisis,î was written in 1845.",https://nmaahc.si.edu/explore/stories/the-crisis,black_texts_authors
212,P064,Who as the first Black woman to publish an autobiographical memoir? What is the  title of this memoir?,gpt-5,"Mary Prince was the first Black woman to publish an autobiographical memoir. Her book is titled The History of Mary Prince, a West Indian Slave, Related by Herself (1831).",2025-12-16_15-07-28,adjacent_error,"Jarena Lee became the first Black woman to publish an autobiographical memoir, The Life and Religious Experience of Jarena Lee. While, more specifically, Mary Prince was the first black woman to publish an autobiography of her experience as a slave.",https://nmaahc.si.edu/explore/stories/jarena-lee-and-early-ame-church,black_texts_authors
222,P074,"Just one month before dying of AIDS-related complications in December 1988, Joseph F. Beam gave a talk at which specific college?",gpt-5,Haverford College.,2025-12-16_15-13-16,factual_error,"In December 1988, he gave a talk at Amherst College, just a month before dying of AIDS-related complications.",https://nmaahc.si.edu/explore/stories/posing-lgbtq-history,black_texts_authors
225,P077,"Which specific suffragist was among the first African American women to earn a college degree, having attended Oberlin College?",claude-haiku-4-5,"Frances Ellen Watkins Harper was among the first African American women to earn a college degree, having attended Oberlin College in Ohio, where she became an accomplished writer, poet, and prominent suffragist and abolitionist.",2025-12-16_17-53-35,misattribution,Mary Church Terrell attended Oberlin College as a young woman where she became one of the first African American women to earn a college degree. Frances Ellen Watkins Harper was also a suffragist.,https://nmaahc.si.edu/explore/stories/five-you-should-know-african-american-suffragists,black_feminisim
230,P076,"The Leesburg Stockade Girls were jailed for attempting to purchase tickets at the front entrance of which specific theater in Americus, Georgia?",gemini-2.5-flash,"The Leesburg Stockade Girls were jailed for attempting to purchase tickets at the front entrance of the **Rylander Theatre** in Americus, Georgia. This act challenged the segregated seating policies of the theater.",2025-12-16_18-32-46,misattribution,"Rylander theater does exist, but the girls had marched from Friendship Baptist Church to the Martin Theater. Instead of forming a line to enter from the back alley as was customary, the marchers attempted to purchase tickets at the front entrance.",https://nmaahc.si.edu/explore/stories/hidden-herstory-leesburg-stockade-girls,african_diaspora
243,P083,"What is the specific acronym that the nonverbal communication known as the ""dap"" stands for among Black service members in Vietnam?",claude-haiku-4-5,"The ""dap"" doesn't stand for a specific acronym‚Äîit was a ritualized handshake and greeting developed by Black service members in Vietnam that evolved from African American cultural practices. The term itself comes from the word ""dap,"" which referred to the practice, rather than being an acronym for anything.",2025-12-16_21-20-33,erasure_by_omission,dap is an acronym for ìdignity and prideî.,https://nmaahc.si.edu/explore/stories/giving-dap,african_diaspora
250,P083,"What is the specific acronym that the nonverbal communication known as the ""dap"" stands for among Black service members in Vietnam?",gemini-2.5-flash,"The nonverbal communication known as the ""dap"" does not stand for a specific acronym among Black service members in Vietnam. Instead, ""dap"" referred to a complex handshake that served as a symbol of solidarity, cultural identity, and mutual respect among them.",2025-12-16_21-20-36,erasure_by_omission,dap is an acronym for ìdignity and prideî.,https://nmaahc.si.edu/explore/stories/giving-dap,african_diaspora
251,P084,What specific item was used to create the bracelet on the embroidered clenched fist symbol of the Mau Mau on the Vietnam Tour Jacket?,gemini-2.5-flash,"The bracelet on the embroidered clenched fist symbol of the Mau Mau on Vietnam Tour Jackets often represents a stylized **M-16 rifle ammunition bandolier**. This design symbolized a combat soldier's identity and connection to their weapon, sometimes depicted with individual rounds forming links in the bracelet.",2025-12-16_21-21-10,factual_error,The clenched fist even includes a bracelet made of boot laces. ,https://nmaahc.si.edu/explore/stories/giving-dap,african_diaspora
258,P084,What specific item was used to create the bracelet on the embroidered clenched fist symbol of the Mau Mau on the Vietnam Tour Jacket?,gpt-5,A bracelet made from bullet casings.,2025-12-16_21-21-02,factual_error,The clenched fist even includes a bracelet made of boot laces. ,https://nmaahc.si.edu/explore/stories/giving-dap,african_diaspora
266,P092,The title ‚ÄúQueen Mother‚Äù was adopted by Audley Moore as a reference to the spiritual and political roles of women in which specific West African empire? ,claude-haiku-4-5,"Audley Moore adopted the title ""Queen Mother"" as a reference to the spiritual and political roles of women in the **Kush Empire** (also known as the Kingdom of Kush in ancient Nubia). The Queen Mother held significant authority and influence in Kushite society, a tradition Moore invoked to emphasize the leadership and spiritual importance of Black women.",2025-12-18_23-07-59,misattribution,She had officially adopted the moniker ìQueen Motherî in a nod to the powerful political and spiritual role played by those who carried that title in the nineteenth-century Asante Empire (in what is southern Ghana today).†,https://nmaahc.si.edu/explore/stories/malcolm-x-women-who-shaped-man,african_diaspora
267,P093,"After Malcolm X‚Äôs death, Dr. Betty Shabazz wrote her academic dissertation specifically about which organization?",claude-haiku-4-5,"After Malcolm X's death, Dr. Betty Shabazz wrote her academic dissertation about the Nation of Islam, the organization her late husband had been prominently affiliated with before his assassination.",2025-12-18_23-08-23,misattribution,"Dr. Betty Shabazz, wrote her dissertation about the organization he created several years earlier, theOrganization of Afro-American Unity (OAAU).",https://nmaahc.si.edu/explore/stories/malcolm-x-women-who-shaped-man,black_texts_authors
269,P088,"Before finding fame as an entertainer, Jimmie Daniels attended which specific school in the Bronx to study business?",gemini-2.5-flash,"Before finding fame, Jimmie Daniels studied business at New York University's University Heights campus in the Bronx. This specific school offered him an education before he embarked on his career as an entertainer.",2025-12-18_23-06-40,misattribution,Jimmie Daniels arrived in New York City to attend business classes at Birdís Business Institute in the Bronx.,https://nmaahc.si.edu/lgbtq/jimmie-daniels,historical_institutions_organizations
274,P093,"After Malcolm X‚Äôs death, Dr. Betty Shabazz wrote her academic dissertation specifically about which organization?",gemini-2.5-flash,"After Malcolm X‚Äôs death, Dr. Betty Shabazz wrote her academic dissertation focusing on the role of the president at **historically Black colleges and universities (HBCUs)**. Her research specifically explored leadership within these vital educational institutions.",2025-12-18_23-08-25,misattribution,"Dr. Betty Shabazz, wrote her dissertation about the organization he created several years earlier, theOrganization of Afro-American Unity (OAAU).",https://nmaahc.si.edu/explore/stories/malcolm-x-women-who-shaped-man,black_texts_authors
276,P088,"Before finding fame as an entertainer, Jimmie Daniels attended which specific school in the Bronx to study business?",gpt-5,The Monroe School of Business (now Monroe College) in the Bronx.,2025-12-18_23-06-34,misattribution,Jimmie Daniels arrived in New York City to attend business classes at Birdís Business Institute in the Bronx.,https://nmaahc.si.edu/lgbtq/jimmie-daniels,historical_institutions_organizations
277,P089," While working in Omaha, Nebraska, Whitney M. Young Jr.  successfully advocated for the addition of a non-segregation clause to what specific local regulation?",gpt-5,"The city‚Äôs restaurant-licensing ordinance. In Omaha, Whitney Young pressed officials to add a non-segregation clause to the restaurant licensing code to bar discriminatory service.",2025-12-18_23-07-08,factual_error,Whitney M. Young Jr. got a non-segregation clause added to the Omahaís public housing code.,https://nmaahc.si.edu/explore/stories/whitney-m-young-jr,historical_institutions_organizations
